_event_id,_day_of_week,_start_time,_end_time,_weeks,_break_mins,_spanName,_event_catName,_tag1,_tag2,_capacity_req,_deptName,_global_event,_protected,_suspended,_grouping_id,_registers_req,_lock,_resType,_resName,_resWeeks,_layoutName,_scheduling_status,_quantity
7567,Mon,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1002,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB4,,,,
7929,Wed,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 3201,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR7,,Tutorial Room,,
7977,Tue,19:00,20:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1005,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,,,
8020,Mon,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSW,,,,
8023,Wed,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,Classroom,,
8026,Wed,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,Classroom,,
7759,Wed,14:00,15:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
7760,Wed,15:00,16:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
7771,Mon,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,Classroom,,
7778,Tue,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
7779,Mon,14:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
7797,Tue,10:00,11:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 3001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 B,,,,
7798,Thu,10:00,11:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 3001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 B,,,,
7825,Tue,08:00,09:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
7834,Tue,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 2008,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
7858,Mon,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 B,,,,
7027,Tue,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
7028,Mon,14:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T4,,,,
7036,Wed,12:00,13:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1600,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
6144,Fri,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6146,Fri,17:00,18:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6147,Mon,16:00,17:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6828,Tue,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T5,,,,
6834,Mon,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
6980,Wed,13:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
6982,Thu,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
6983,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
6984,Thu,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
6994,Thu,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2006,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB5,,Conference Room,,
6995,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2006,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
9202,Tue,08:00,09:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 1013,,,,
,,,,,,,,,,,,,,,,,,Staff,"MATABADAL,Sennen",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 103,,,,
9209,Tue,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 2000,,,,
,,,,,,,,,,,,,,,,,,Staff,"BOBB,Nigel",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 6,,,,
9211,Fri,09:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 2000,,,,
,,,,,,,,,,,,,,,,,,Staff,"BOBB,Nigel",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 6,,,,
9247,Mon,15:00,16:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 3010,,,,
,,,,,,,,,,,,,,,,,,Staff,"De FOUR,Ronald",,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Theatre 3,,,,
8615,Sat,08:00,09:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
8626,Sat,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,Classroom,,
8628,Sat,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,Classroom,,
8668,Tue,17:00,18:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B,,,,
8430,Sat,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 3 (CR74),,,,
9120,Tue,13:00,14:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CVNG 1001,,,,
,,,,,,,,,,,,,,,,,,Room,ENG MD2,,,,
8207,Mon,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2510,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 B,,Tutorial Room,,
8171,Mon,08:00,09:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
8173,Fri,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2025,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
8107,Mon,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
9160,Tue,08:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2240,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 8,,,,
6088,Thu,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3057,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6121,Fri,12:00,13:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2025,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
6140,Wed,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6141,Tue,10:00,11:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,,,
6129,Mon,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6020,Fri,18:00,19:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6082,Mon,14:00,15:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6034,Mon,12:00,13:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2025,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
6035,Fri,14:00,15:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6095,Fri,14:00,15:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6097,Sat,12:00,13:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6101,Fri,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6102,Sat,11:00,12:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6105,Mon,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6106,Sat,09:00,10:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
6108,Sat,10:00,11:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6109,Wed,16:00,17:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6114,Fri,16:00,17:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6010,Wed,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 7,,,,
6014,Fri,08:00,09:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6015,Mon,16:00,17:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6001,Tue,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3034,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 E,,,,
6056,Mon,13:00,14:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2025,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,,,
6058,Mon,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6061,Mon,13:00,14:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
6065,Tue,12:00,13:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,,,
6066,Wed,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 7,,,,
6067,Tue,12:00,13:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3051,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6068,Tue,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3034,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 W,,,,
6069,Tue,09:00,10:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,,,
6071,Fri,14:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2015,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 W,,Classroom,,
6074,Tue,11:00,12:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,,,
6385,Mon,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
6386,Mon,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
6387,Mon,14:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
6388,Mon,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
6389,Tue,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
6392,Tue,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
6690,Tue,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
6691,Tue,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL20,,,,
6695,Sat,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 3 (CR74),,,,
6696,Sat,14:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2000,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 3 (CR74),,,,
6698,Wed,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6700,Thu,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6701,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6702,Tue,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6703,Thu,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2025,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6705,Mon,12:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2015,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,Tutorial Room,,
6707,Tue,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3005,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6708,Wed,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3005,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,,,
6709,Mon,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3006,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
6712,Fri,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3006,,,,
,,,,,,,,,,,,,,,,,,Room,Venue to be advised,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,Tutorial Room,,
6713,Sat,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3049,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 3 (CR74),,,,
6714,Mon,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3051,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL18,,,,
10214,Mon,09:00,10:00,21-33,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1013,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
10205,Fri,09:00,10:00,"23,25,27,29,31,33",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1364,,,,
,,,,,,,,,,,,,,,,,,Room,FST 413,,,,
10324,Tue,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 3002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 B,,,,
10329,Thu,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 1 (CR72),,,,
10282,Tue,14:00,15:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3563,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSW,,,,
10287,Tue,14:00,15:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
10189,Mon,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2507,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T5,,,,
10170,Wed,16:00,17:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0200,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,Lecture Room,,
10182,Mon,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,,,
10157,Thu,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
10160,Mon,09:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,,,
10110,Mon,10:00,12:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 2002,,,,
,,,,,,,,,,,,,,,,,,Staff,"MIDEROS,Diego",,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,Tutorial Room,,
10059,Mon,10:00,11:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1006,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FFA X,,,,
10101,Mon,08:00,09:00,"21-25,27-33",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0200,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
10086,Wed,16:00,17:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR8,,Tutorial Room,,
10010,Mon,11:00,12:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2507,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T5,,,,
10044,Mon,08:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 3002,,,,
